Students	1000
267	78 52 3 86
268	29 41 6 88
269	46 82 2 81
270	90 73 28 22
271	99 23 11 40
272	45 15 68 92
273	19 73 76 74
274	91 53 59 76
275	29 45 13 88
276	82 14 61 29
277	50 83 73 98
278	32 91 61 82
279	70 17 23 20
280	31 42 96 89
281	100 65 83 78
282	24 71 99 20
283	23 14 99 92
284	45 37 72 74
285	34 100 11 7
286	44 53 16 91
287	98 5 58 27
288	73 79 70 40
289	11 50 63 33
290	22 59 56 29
291	47 3 78 53
292	2 65 18 32
293	38 12 70 16
294	91 6 73 76
295	13 20 7 72
296	38 25 51 99
297	24 36 59 45
298	10 78 39 28
299	11 39 4 75
300	44 84 46 27
301	2 65 35 36
302	29 74 75 87
303	44 11 73 55
304	15 26 13 35
305	18 82 10 94
306	50 62 58 97
307	37 67 71 74
308	56 89 59 15
309	97 92 19 94
310	98 25 76 32
311	50 74 9 93
312	2 5 65 99
313	34 69 6 9
314	18 88 43 65
315	84 92 56 76
316	77 74 38 9
317	70 44 51 2
318	48 52 86 40
319	8 10 34 7
320	100 19 29 6
321	60 11 86 42
322	43 85 71 34
323	62 63 59 8
324	79 74 34 45
325	30 88 29 31
326	52 30 38 67
327	16 56 57 25
328	42 100 10 4
329	88 48 8 57
330	45 46 95 91
331	59 81 30 15
332	19 82 48 40
333	13 79 31 50
334	85 55 20 68
335	39 76 57 24
336	30 17 49 6
337	80 49 67 92
338	74 3 68 46
339	34 100 61 95
340	38 92 47 65
341	4 58 64 77
342	42 46 41 30
343	12 87 80 79
344	97 86 65 55
345	87 85 15 3
346	33 66 38 41
347	48 89 35 21
348	75 64 80 12
349	22 75 82 24
350	80 85 98 96
351	12 69 91 49
352	75 47 21 25
353	94 9 63 31
354	32 15 18 1
355	63 15 66 55
356	62 73 57 36
357	55 61 15 80
358	66 40 37 43
359	88 80 76 100
360	100 95 79 21
361	10 17 47 85
362	13 23 2 80
363	27 100 34 48
364	91 81 8 31
365	77 42 11 13
366	2 69 44 65
367	66 24 46 34
368	63 2 66 59
369	20 31 48 80
370	76 94 46 59
371	16 60 79 97
372	54 23 94 89
373	68 71 74 24
374	47 72 66 8
375	78 33 88 49
376	95 39 20 34
377	54 3 6 85
378	1 73 46 93
379	78 91 27 65
380	80 16 96 51
381	54 65 48 52
382	13 42 82 24
383	20 83 91 78
384	35 55 23 1
385	46 13 20 16
386	59 32 41 16
387	47 7 30 33
388	41 68 14 3
389	94 99 27 65
390	89 94 78 5
391	45 36 50 41
392	45 99 58 3
393	45 31 77 56
394	81 67 36 87
395	64 14 100 17
396	49 79 35 38
397	77 96 20 64
398	81 30 51 84
399	56 79 61 83
400	60 58 30 98
401	1 91 84 67
402	88 68 47 37
403	71 57 48 36
404	43 2 97 7
405	36 43 94 45
406	40 1 26 21
407	36 85 41 16
408	45 67 41 51
409	24 84 4 99
410	12 81 49 48
411	54 20 62 81
412	6 67 79 47
413	100 58 38 65
414	74 52 34 33
415	47 24 59 40
416	42 64 24 59
417	76 66 85 71
418	28 74 12 63
419	58 56 87 8
420	85 57 13 63
421	93 11 58 92
422	36 90 80 46
423	7 99 15 55
424	32 70 64 56
425	79 93 8 4
426	100 19 52 22
427	9 96 2 98
428	86 93 85 53
429	82 85 51 54
430	94 56 79 22
431	100 22 83 43
432	28 23 55 21
433	82 69 1 42
434	54 28 27 64
435	10 39 53 98
436	98 41 43 84
437	67 82 32 57
438	70 14 3 67
439	84 91 24 70
440	29 46 38 82
441	97 71 31 78
442	82 49 73 62
443	57 35 58 17
444	32 17 63 90
445	95 2 75 47
446	78 64 15 18
447	13 5 27 39
448	22 1 27 31
449	100 59 95 87
450	75 48 61 9
451	2 18 80 38
452	94 100 98 19
453	57 10 16 36
454	29 38 49 97
455	82 55 7 3
456	3 97 21 46
457	56 87 8 19
458	76 81 99 8
459	4 44 39 98
460	71 60 15 66
461	73 34 1 87
462	78 36 72 2
463	21 45 82 18
464	2 6 100 24
465	15 3 24 35
466	20 22 29 59
467	61 14 70 49
468	1 4 70 41
469	85 1 11 26
470	41 65 71 79
471	98 65 95 48
472	49 58 9 72
473	25 79 30 3
474	96 71 89 4
475	50 29 27 47
476	65 23 95 13
477	58 53 20 88
478	84 50 55 47
479	34 22 100 80
480	100 27 60 85
481	44 78 87 70
482	44 67 51 27
483	91 47 10 1
484	28 36 37 74
485	29 30 16 54
486	4 71 40 38
487	11 2 5 62
488	90 6 58 70
489	38 63 22 90
490	91 5 88 47
491	41 17 84 87
492	71 53 98 13
493	12 19 51 7
494	47 87 62 40
495	80 54 94 19
496	57 85 60 68
497	17 36 41 86
498	38 56 85 91
499	56 76 74 18
500	52 30 41 85
501	71 68 91 72
502	38 14 8 13
503	71 80 99 31
504	68 11 90 93
505	52 58 93 72
506	3 37 81 90
507	30 10 54 18
508	49 81 18 96
509	29 22 24 49
510	20 9 100 48
511	88 25 22 54
512	30 81 21 17
513	8 58 13 42
514	55 77 11 57
515	19 82 66 5
516	53 12 51 58
517	66 74 4 36
518	72 5 9 75
519	100 80 44 24
520	46 76 43 1
521	41 31 74 76
522	68 82 42 28
523	5 21 88 37
524	40 86 90 91
525	4 24 3 86
526	81 14 73 24
527	86 97 84 61
528	86 73 82 10
529	71 34 83 80
530	85 49 86 76
531	40 91 31 47
532	3 86 79 5
533	37 93 98 83
534	81 98 77 6
535	64 99 31 88
536	56 32 94 9
537	94 77 86 63
538	8 36 38 88
539	18 59 39 50
540	91 29 58 32
541	79 33 56 32
542	41 10 15 76
543	5 95 26 40
544	19 70 28 9
545	13 46 88 11
546	95 89 15 30
547	18 91 69 95
548	34 33 89 63
549	68 12 21 31
550	96 26 3 62
551	60 8 86 31
552	24 27 17 79
553	7 27 4 25
554	37 30 8 76
555	95 74 62 9
556	30 74 94 57
557	94 16 17 91
558	43 1 13 37
559	85 63 88 68
560	40 81 45 56
561	68 74 42 86
562	48 98 93 52
563	34 35 15 59
564	74 51 58 84
565	56 47 28 36
566	2 28 66 83
567	13 55 35 6
568	68 23 96 21
569	3 63 96 46
570	62 92 87 43
571	89 1 22 23
572	58 71 53 38
573	43 2 28 32
574	66 28 61 22
575	78 100 45 65
576	17 33 24 12
577	4 19 57 67
578	26 3 84 86
579	44 23 28 30
580	70 58 77 20
581	37 87 83 92
582	14 58 35 23
583	18 39 89 27
584	34 21 84 3
585	11 49 89 30
586	16 30 20 10
587	60 28 4 100
588	71 51 40 42
589	35 27 47 33
590	68 9 90 4
591	65 92 70 7
592	19 5 40 78
593	18 69 44 37
594	56 53 92 54
595	21 36 55 93
596	53 47 43 74
597	18 71 63 13
598	86 78 5 28
599	48 63 10 19
600	34 74 29 97
601	76 37 70 69
602	60 15 56 81
603	22 1 31 98
604	15 7 39 89
605	35 41 38 87
606	97 39 23 37
607	87 63 10 67
608	9 14 74 90
609	85 53 91 97
610	88 97 91 54
611	96 30 94 32
612	52 84 2 4
613	40 42 82 1
614	52 95 18 93
615	9 4 54 57
616	46 49 64 1
617	67 30 66 56
618	86 87 75 23
619	77 10 82 26
620	6 35 51 78
621	85 78 95 32
622	31 67 43 15
623	18 96 56 73
624	5 11 21 35
625	59 32 2 54
626	62 68 27 53
627	72 15 26 53
628	41 96 76 21
629	43 25 100 49
630	30 29 55 31
631	53 85 17 8
632	54 94 86 75
633	81 1 10 4
634	48 56 4 51
635	36 17 90 9
636	47 69 19 11
637	52 27 33 93
638	3 68 9 72
639	75 24 19 74
640	2 12 62 55
641	88 56 90 80
642	2 49 13 29
643	15 12 63 21
644	71 43 35 55
645	12 88 47 2
646	51 86 34 54
647	18 89 96 73
648	3 83 70 33
649	27 43 76 72
650	81 4 49 79
651	81 16 35 50
652	6 42 44 5
653	50 48 75 4
654	79 42 53 57
655	83 48 94 85
656	12 32 16 39
657	70 22 14 92
658	18 78 74 62
659	32 37 100 29
660	39 6 85 57
661	37 59 26 5
662	30 3 18 93
663	44 40 55 2
664	13 36 22 4
665	92 73 55 62
666	74 7 58 24
667	74 80 27 73
668	4 15 56 29
669	15 40 100 90
670	37 8 35 89
671	22 84 98 96
672	47 94 53 44
673	40 89 65 35
674	15 30 33 41
675	89 18 47 78
676	31 24 12 83
677	17 75 70 48
678	53 86 63 14
679	31 96 38 79
680	27 18 17 78
681	54 14 87 89
682	12 40 62 7
683	70 63 2 23
684	90 59 91 5
685	92 43 40 27
686	82 67 17 91
687	23 14 32 85
688	99 29 31 71
689	54 8 98 71
690	6 27 36 15
691	34 74 90 25
692	62 77 99 75
693	49 38 70 46
694	48 43 75 91
695	12 30 96 85
696	7 23 51 43
697	2 72 19 79
698	86 43 84 85
699	93 64 62 89
700	57 45 87 40
701	23 34 89 19
702	83 42 70 59
703	7 34 60 68
704	48 63 79 27
705	58 27 76 86
706	78 66 7 81
707	16 66 15 100
708	97 77 1 84
709	17 60 87 80
710	96 62 97 25
711	1 97 38 74
712	5 57 39 21
713	24 25 12 98
714	28 51 53 37
715	68 5 60 1
716	79 92 62 27
717	54 8 52 85
718	62 74 5 70
719	76 97 55 91
720	86 32 80 36
721	83 64 93 78
722	85 90 45 32
723	85 25 43 62
724	87 86 92 97
725	19 50 66 97
726	67 68 91 66
727	46 76 58 9
728	96 19 62 46
729	81 72 69 11
730	80 91 56 77
731	95 10 49 66
732	49 100 94 73
733	20 89 92 65
734	26 92 41 86
735	92 96 19 50
736	40 96 75 3
737	3 88 100 2
738	10 70 52 21
739	97 65 73 27
740	73 31 62 43
741	38 89 11 3
742	37 61 22 19
743	32 63 58 37
744	96 5 29 3
745	44 12 64 28
746	38 60 59 25
747	11 19 9 42
748	91 17 99 34
749	68 81 76 34
750	41 58 2 60
751	47 82 61 72
752	42 35 90 60
753	33 57 31 79
754	38 52 56 71
755	52 45 31 93
756	41 57 88 31
757	85 1 69 43
758	10 82 99 100
759	86 67 99 31
760	100 43 25 41
761	58 14 52 93
762	99 79 91 15
763	25 40 48 15
764	96 25 20 71
765	92 4 35 97
766	53 69 17 98
767	42 75 25 48
768	13 20 69 64
769	64 72 65 85
770	31 44 83 36
771	9 33 61 24
772	74 53 65 22
773	85 27 55 9
774	20 86 96 49
775	44 81 68 2
776	30 57 87 33
777	20 80 82 42
778	11 2 31 49
779	82 47 88 51
780	4 75 23 73
781	65 32 26 8
782	96 57 53 73
783	9 21 6 36
784	12 47 29 57
785	69 16 62 79
786	36 46 64 37
787	40 43 45 14
788	1 10 4 70
789	21 31 23 98
790	16 33 34 65
791	92 11 21 55
792	19 71 38 58
793	89 36 87 22
794	45 59 48 68
795	8 19 66 4
796	63 78 67 99
797	76 53 54 8
798	1 16 95 29
799	50 24 61 42
800	53 14 93 5
801	93 86 51 54
802	61 92 66 2
803	93 59 62 83
804	74 65 92 79
805	51 66 6 59
806	41 8 69 65
807	20 2 91 35
808	69 99 88 76
809	50 80 30 78
810	46 25 12 20
811	60 63 9 52
812	14 90 77 53
813	94 82 49 29
814	3 85 68 67
815	75 90 40 4
816	33 55 51 59
817	70 33 69 84
818	27 10 100 97
819	59 87 28 64
820	12 72 89 81
821	1 2 49 74
822	54 46 6 42
823	27 52 78 90
824	53 83 75 33
825	77 65 96 4
826	8 17 10 33
827	49 95 4 98
828	41 50 74 2
829	28 8 89 7
830	100 69 97 96
831	82 25 96 21
832	58 9 5 83
833	71 95 36 1
834	25 70 17 59
835	69 50 64 36
836	12 57 16 35
837	51 3 67 95
838	21 10 48 45
839	95 17 2 11
840	40 66 20 38
841	89 41 50 51
842	75 67 25 92
843	100 55 36 82
844	30 34 16 35
845	25 66 42 83
846	6 79 42 66
847	5 96 48 87
848	51 32 74 3
849	76 95 54 23
850	23 50 95 38
851	71 81 27 84
852	3 14 11 39
853	41 59 89 2
854	38 44 62 46
855	47 99 80 32
856	69 20 85 39
857	76 56 5 1
858	37 64 62 89
859	99 76 92 74
860	87 25 99 64
861	30 78 92 39
862	45 5 14 3
863	73 44 30 46
864	92 84 30 20
865	29 18 85 25
866	20 25 83 3
867	33 64 14 89
868	72 94 98 5
869	35 78 85 93
870	94 26 77 82
871	13 61 55 71
872	49 88 24 36
873	16 23 68 88
874	49 75 17 51
875	30 48 28 2
876	18 22 57 44
877	48 7 4 74
878	62 58 97 31
879	93 41 26 43
880	88 25 43 59
881	50 73 39 58
882	33 90 51 60
883	54 30 71 42
884	79 58 13 43
885	64 76 19 26
886	82 74 57 65
887	76 6 40 36
888	11 88 55 68
889	3 63 67 94
890	42 95 18 38
891	50 7 81 38
892	38 39 75 19
893	31 13 78 33
894	83 2 86 9
895	75 28 25 1
896	47 38 100 82
897	65 88 79 55
898	96 36 10 89
899	99 77 42 63
900	64 15 17 62
901	45 96 46 48
902	81 49 66 68
903	94 65 62 64
904	14 40 20 65
905	52 34 62 37
906	4 22 14 79
907	18 47 39 19
908	24 71 32 30
909	28 90 66 68
910	21 62 69 71
911	88 59 36 79
912	71 66 80 10
913	42 6 28 60
914	85 55 6 62
915	68 19 71 13
916	13 82 78 38
917	26 32 43 83
918	84 89 18 48
919	41 74 24 1
920	48 56 36 15
921	40 37 34 35
922	73 84 100 91
923	20 32 28 100
924	96 48 83 5
925	67 34 7 39
926	6 90 35 22
927	22 98 69 49
928	3 89 98 40
929	35 50 97 84
930	66 32 100 34
931	9 100 78 15
932	99 61 71 64
933	21 51 97 71
934	68 35 16 34
935	59 83 92 87
936	66 8 36 58
937	85 94 62 50
938	68 33 16 87
939	39 4 15 78
940	5 54 61 32
941	29 66 25 51
942	3 56 96 80
943	83 55 97 96
944	98 62 78 82
945	94 35 73 46
946	67 53 83 86
947	89 90 28 2
948	89 84 44 33
949	32 65 3 62
950	89 33 3 54
951	6 72 38 96
952	57 89 17 20
953	91 3 9 24
954	33 16 55 12
955	24 92 37 23
956	63 42 74 36
957	11 42 1 64
958	84 100 45 49
959	89 100 78 54
960	46 22 55 97
961	11 51 14 48
962	80 28 7 81
963	69 26 22 7
964	24 39 92 70
965	72 36 92 11
966	94 14 85 28
967	66 15 43 44
968	86 79 10 33
969	4 72 28 59
970	35 73 67 91
971	50 41 72 63
972	20 93 41 23
973	4 11 94 63
974	19 35 98 67
975	41 26 100 50
976	17 47 45 35
977	80 98 64 69
978	32 36 1 93
979	64 20 45 41
980	38 23 33 14
981	49 29 96 64
982	10 65 6 2
983	32 18 84 58
984	48 55 87 16
985	60 70 79 93
986	71 26 36 80
987	83 47 48 33
988	96 71 15 16
989	5 68 72 35
990	45 28 81 29
991	85 3 1 33
992	37 78 22 61
993	66 31 85 83
994	59 23 10 85
995	33 79 53 42
996	30 15 91 84
997	60 89 79 10
998	43 73 33 29
999	76 61 28 86
1000	82 83 35 5
