Students	144000
578	9897 14332 12176 7337
579	545 8185 11785 7184
580	16797 15476 9682 9105
581	720 17856 3076 17142
582	17017 524 6310 16720
583	2064 4205 1750 4212
584	15334 10328 11926 15371
585	15165 16610 15706 8005
586	3137 8498 6179 1880
587	11888 16121 17755 963
588	5671 7328 16921 7305
589	16273 17217 11859 17784
590	5710 11770 14487 10469
591	14305 943 15676 5394
592	14180 1055 1812 7417
593	16772 1415 6275 8592
594	9576 2081 9729 6887
595	6943 2946 8756 16486
596	4390 11106 17735 17263
597	14494 17056 10989 14155
598	12148 8472 15013 6246
599	775 3502 7730 12573
600	1195 1092 8557 16421
601	12314 1115 17949 1785
602	4865 17259 16886 10320
603	9244 8725 384 5553
604	16327 15970 5017 9171
605	7278 7732 16039 8251
606	2033 10400 3100 8516
607	5765 3997 6628 6657
608	16473 10434 11480 15150
609	2419 13631 8835 10479
610	690 2218 14767 5417
611	13363 2997 15635 5930
612	17922 15595 4986 12795
613	9284 7781 3911 4487
614	11626 12970 4852 4935
615	8709 9329 12144 92
616	125 17676 2789 10827
617	13661 14640 3017 14463
618	204 12223 1439 11594
619	11299 1347 15471 17949
620	1043 6946 15093 13605
621	7532 10840 8945 10417
622	12089 13529 16729 6009
623	13051 1280 5315 7007
624	5678 11622 10166 10611
625	14749 5653 15416 5306
626	7541 2361 11199 80
627	2063 6267 8915 7460
628	17661 7965 5541 16866
629	6441 2113 4784 13053
630	12400 13800 10887 11954
631	14800 13388 16652 219
632	6283 16298 7487 15564
633	2666 10116 912 3365
634	10383 14941 12231 3280
635	11459 15307 9633 8133
636	1853 13169 11454 715
637	13314 17374 13001 11787
638	13843 7494 15412 5806
639	3782 9621 9361 8086
640	4758 14389 10682 16082
641	15755 8562 16724 9873
642	16613 14565 9655 2860
643	5058 15516 10037 8113
644	8123 4167 673 1207
645	9271 1510 15476 8918
646	5065 16081 8422 17738
647	6590 5836 573 215
648	6438 2080 7717 15810
649	10742 1799 13044 11145
650	10029 9852 2949 1561
651	9370 9166 17892 8027
652	11043 6086 12178 14347
653	4625 15603 3544 2773
654	6696 1729 13068 17616
655	228 11023 15576 3013
656	7854 4323 1714 3032
657	8714 13135 16929 7874
658	14133 2844 4761 17741
659	211 7771 2432 7340
660	13211 915 16156 12088
661	7701 9550 10888 10436
662	12556 8410 6400 4778
663	11448 13345 10062 4103
664	10228 5507 14206 4538
665	15035 2644 16461 6540
666	2986 9055 4098 11640
667	17264 3397 10980 65
668	2535 12763 8690 9314
669	6102 15223 13195 3076
670	16416 162 11135 16036
671	14787 1964 3377 14576
672	12787 2549 3520 14968
673	10213 8469 4147 17906
674	10137 13201 8902 4375
675	9834 16253 15079 6826
676	1832 14027 8091 10796
677	5428 13171 9570 14879
678	7337 17521 1293 6913
679	16294 15654 17782 10111
680	12906 9394 13296 8630
681	2709 2168 8592 17632
682	12622 13585 15010 2659
683	16804 11576 17132 8266
684	3755 3479 15851 9124
685	8423 3854 6710 2575
686	14581 13117 8718 11096
687	7954 11209 12717 11931
688	4058 3936 2137 6794
689	8688 7095 15425 3978
690	13033 2149 490 8246
691	5780 810 12546 4816
692	16030 13262 5239 6617
693	15585 4421 4830 4576
694	13088 5430 7494 11123
695	17813 10630 3079 10624
696	16597 6346 11395 11471
697	3727 2823 2480 17611
698	4653 15189 8369 13109
699	10433 12060 14387 13806
700	10020 17806 529 16210
701	2212 16031 12352 14708
702	4521 1715 17226 15296
703	12789 14115 10503 11802
704	12352 9815 14086 12658
705	17453 2603 8235 6520
706	8668 11737 2733 7334
707	17040 10852 5543 12935
708	15610 5655 3850 14314
709	6895 6700 8347 11546
710	12894 5087 2215 7817
711	5183 11823 655 14626
712	2047 6720 11939 6062
713	2138 6865 8516 13028
714	12447 2603 11223 8752
715	5214 14167 7389 1090
716	11407 7205 12685 16658
717	16456 8702 5742 8357
718	3753 6773 7517 15152
719	11889 13438 13526 4173
720	16539 11189 11579 12308
721	6235 3757 6451 7898
722	15890 7080 4902 15286
723	7838 10777 3969 5512
724	15266 15361 10990 16103
725	16332 15500 8278 6634
726	5939 8527 874 9625
727	1291 14520 9742 2654
728	12877 15093 14842 16615
729	13858 7721 2683 10560
730	14847 8323 10507 15035
731	1181 2859 681 8324
732	6133 6106 14953 7435
733	17404 11219 14229 6238
734	12922 12207 5541 1233
735	16863 16639 17878 8490
736	12177 12445 14223 17950
737	17208 1114 16843 417
738	2612 6379 14096 9077
739	12227 15907 10464 17399
740	10209 13987 2378 134
741	14274 15657 3876 9143
742	14692 3521 10987 2691
743	457 2307 15777 12236
744	10330 11218 2454 16662
745	6951 3860 7283 6269
746	16481 15887 7056 2003
747	2181 13926 12508 2588
748	433 1505 4715 10117
749	9981 9834 9745 7778
750	7241 10929 12482 2703
751	8295 17691 4882 8356
752	12512 5571 5221 3592
753	15526 10148 4058 4833
754	4381 17446 3514 5178
755	3186 16919 454 12297
756	14290 17433 10709 3466
757	8168 3087 8595 2973
758	6596 14722 8566 10460
759	649 12121 16573 11849
760	2531 7494 2011 13656
761	6416 17162 14179 15361
762	6577 15642 2122 7722
763	13223 15663 3115 11410
764	12934 5040 14688 17119
765	17694 16693 4170 6506
766	4432 3250 1402 363
767	6221 1384 5513 16729
768	17982 2864 14085 907
769	14352 10861 14109 3366
770	13437 14737 9222 14225
771	214 16773 14699 7576
772	12633 7230 2488 15551
773	6684 11039 3706 1252
774	258 5323 9008 17973
775	4213 5808 16997 13356
776	16232 2921 8597 12076
777	5468 7785 2530 16444
778	12279 11027 6398 14186
779	6319 11055 5543 6833
780	11535 3592 9999 14423
781	13039 17328 5193 11934
782	11163 17778 8380 6191
783	1097 6134 7320 1618
784	8217 2147 5834 1581
785	6399 17910 14360 3204
786	16280 10866 15415 179
787	1426 149 4349 5598
788	8756 375 11359 12208
789	6374 14828 4404 7473
790	14141 17200 16487 8656
791	5083 16181 10139 8963
792	1067 13571 2596 17028
793	7324 9537 15029 8292
794	12460 11345 17528 7742
795	16836 459 8934 9994
796	16782 4363 5767 8804
797	14414 12654 12671 3943
798	9986 10821 12159 3382
799	15271 11291 9854 14283
800	10543 10479 8704 8169
801	7956 11223 8015 14520
802	17734 6642 6191 5997
803	10148 15375 4484 1540
804	4202 15674 5936 12104
805	829 3091 4425 17127
806	1750 9567 13848 5611
807	16512 9575 16990 2656
808	8304 17545 7645 6353
809	17480 17745 4636 17100
810	36 11037 2131 7998
811	10336 2782 8321 2189
812	11747 12468 9181 5563
813	7520 11461 1493 17669
814	4781 4285 16285 16894
815	6952 8940 12589 15929
816	10984 370 12348 17445
817	17426 15116 9100 14974
818	15512 17585 3817 13797
819	12017 8860 6169 13715
820	664 8573 14132 11730
821	12342 17522 15152 5840
822	7323 8123 11001 9407
823	13283 4906 4613 10159
824	14096 12439 9091 15225
825	4502 7622 9815 247
826	12784 9461 8311 11246
827	5925 9168 4936 2452
828	402 13022 2085 8755
829	15278 9410 16940 16887
830	16692 12077 9751 8482
831	12681 8214 7347 14905
832	13759 14491 14546 8261
833	14357 1916 3953 8727
834	15281 14958 3495 7520
835	10570 6026 12999 10393
836	6615 8504 17988 14882
837	2059 17120 1228 12005
838	2021 6706 7808 12373
839	4439 17223 6819 9372
840	17235 5304 2948 9260
841	9303 11137 10274 6556
842	6650 17164 12685 10371
843	6098 13175 11001 5624
844	16497 11730 53 7911
845	10227 8526 4546 5893
846	12569 7004 4142 10244
847	6303 8095 11220 10401
848	15293 4890 409 5897
849	16973 16078 7209 17953
850	14224 15287 2629 4103
851	13344 8737 12150 3127
852	12427 8714 15007 12638
853	643 16935 669 7921
854	12615 17442 15484 17386
855	2495 5770 15339 3323
856	15398 7112 13349 14115
857	6930 385 3197 17051
858	3570 12659 5888 1276
859	3083 9457 5033 14924
860	10940 7970 7972 5275
861	11441 5191 4460 1894
862	17905 171 3272 10659
863	14437 10726 13998 12647
864	710 705 16080 6913
865	214 14803 14285 6843
866	7106 12392 16596 17139
867	4472 5235 3929 574
868	6010 4612 11980 3839
869	9430 15306 15473 9422
870	2680 17393 10481 7163
871	15166 6538 1500 15616
872	3909 13719 6502 15594
873	6845 9455 11982 6220
874	9782 11703 10604 11788
875	7690 14950 17639 7025
876	13668 8386 16120 11527
877	5934 641 8308 11888
878	275 16887 13331 7132
879	2447 3213 2086 13606
880	16840 10373 12946 16506
881	16262 1161 12370 8119
882	14840 3906 9010 7047
883	11776 2568 17818 2814
884	10927 599 5317 2062
885	14087 15614 14732 10017
886	10279 7711 886 8055
887	5583 17326 14395 376
888	14981 9324 7145 8250
889	13710 8800 9478 7770
890	10638 15065 14071 9081
891	10654 4548 5816 9622
892	12031 8974 747 10016
893	566 15958 553 14051
894	9279 5059 3527 9030
895	16913 15935 4935 16175
896	15721 347 2337 364
897	13577 17706 13907 2042
898	9548 4307 6493 15734
899	16365 9524 7028 176
900	3029 3411 1880 11107
901	2771 16516 14247 9520
902	2157 5286 7314 14333
903	1015 13294 13562 8695
904	17473 10435 3502 12490
905	10668 106 7720 4894
906	5921 14809 13109 9591
907	2482 13288 1751 3507
908	13663 17669 1157 15482
909	6453 3566 4356 15622
910	14978 98 15228 9226
911	8598 5348 1962 13881
912	8597 4307 16733 3014
913	2432 597 4582 15923
914	6128 8439 1939 17766
915	10730 6059 17546 12559
916	11580 1955 8308 4966
917	6786 6698 16631 11191
918	2428 2899 12296 6982
919	8091 3021 12152 17585
920	1144 6333 738 6179
921	1129 7661 8167 5023
922	13662 5067 9629 13427
923	15797 9033 14116 9144
924	5862 9434 3286 11291
925	9878 15221 5940 7287
926	2836 6314 5602 14140
927	1926 11294 13974 11079
928	8425 2873 3472 681
929	8944 16218 3810 12133
930	14319 13538 6282 10030
931	7339 7234 1683 7255
932	8880 5646 6852 2308
933	1742 113 9930 5365
934	9764 5867 4175 12991
935	4519 17064 8610 15418
936	11399 12031 6911 4740
937	1049 2223 10435 11093
938	6447 15311 10658 15295
939	10186 3648 5874 15732
940	9466 11847 7780 17161
941	1695 14510 9449 12065
942	1158 8823 1766 6280
943	16945 12806 1093 11648
944	12874 5818 10949 10641
945	15607 16296 3721 14608
946	13263 9759 14769 15900
947	15734 5643 14122 1270
948	2400 15248 7702 1456
949	11215 3731 6726 11589
950	9086 1201 7500 7147
951	7308 11009 12840 1878
952	8544 17739 5433 1762
953	17720 9393 7539 15299
954	14240 4134 14851 1907
955	13544 6687 2568 4788
956	11229 15189 12580 17390
957	11238 17844 6308 12689
958	5030 7942 7421 1282
959	13804 4415 17178 12189
960	9827 12783 1328 7071
961	14327 11519 2645 5867
962	2571 11200 13720 3908
963	6125 8345 16471 6146
964	5399 16208 15818 9866
965	16901 7775 15754 17255
966	5755 3249 9912 16320
967	1487 7034 4887 10408
968	1540 14830 4020 4101
969	15045 6477 3624 15356
970	15691 9521 3511 7902
971	15921 1574 7129 14212
972	8702 13035 17999 1583
973	731 5949 3089 9498
974	12755 4089 4001 1451
975	3719 4959 8751 17723
976	5383 14484 9742 3405
977	9953 15658 7101 8514
978	3886 1427 9800 8902
979	3488 6297 10307 13285
980	12059 12497 2260 6102
981	17278 16474 12 10741
982	10256 13853 1546 12261
983	17327 5961 6107 9155
984	6252 8297 16147 17482
985	9327 3865 202 17262
986	13954 15627 8108 14259
987	11868 16280 9169 8864
988	5606 11336 302 9886
989	16195 1864 17867 10813
990	12800 5188 10310 7802
991	2446 16883 14419 7885
992	2362 16432 2000 13187
993	10313 12184 2281 9255
994	12950 9501 9786 5721
995	6159 2284 12727 1771
996	13110 10945 6020 14320
997	762 11301 1369 1037
998	9394 4992 915 6886
999	14063 11814 10841 4420
1000	8201 15719 11009 608
1001	7551 4889 4893 6554
1002	8999 4050 2291 13214
1003	11279 512 16784 7630
1004	11707 6011 15787 2708
1005	857 9434 9085 9827
1006	11229 2567 2672 604
1007	6253 8055 8800 15626
1008	1301 13141 6791 15428
1009	2744 15388 17038 13399
1010	10168 10504 4834 3353
1011	16929 7351 399 4690
