Students	720
234	44 43 65 23
235	39 32 80 6
236	81 13 56 61
237	13 33 7 12
238	4 86 32 43
239	88 23 18 21
240	5 9 24 6
241	68 88 3 13
242	61 64 80 88
243	89 44 22 56
244	6 23 5 26
245	12 23 74 79
246	13 43 53 80
247	5 68 15 63
248	30 12 8 27
249	7 50 11 42
250	57 75 45 27
251	29 2 54 82
252	40 70 11 77
253	73 15 34 76
254	22 53 2 60
255	1 20 15 86
256	43 1 34 70
257	44 47 76 52
258	87 13 71 74
259	28 38 83 59
260	68 72 84 34
261	80 34 2 48
262	29 81 10 87
263	78 63 17 30
264	21 58 54 22
265	85 40 72 19
266	53 23 57 36
267	68 13 56 35
268	61 65 54 24
269	51 76 44 43
270	69 23 68 70
271	55 44 53 61
272	72 43 86 68
273	23 49 71 58
274	31 67 51 17
275	28 78 6 25
276	45 49 23 81
277	81 13 63 31
278	48 2 18 31
279	14 27 37 64
280	59 30 74 26
281	18 60 29 1
282	57 49 40 77
283	27 76 51 29
284	15 63 58 78
285	88 67 22 68
286	22 53 55 44
287	58 33 68 31
288	39 74 63 56
289	13 41 56 33
290	45 82 27 69
291	29 47 90 44
292	2 64 75 20
293	13 19 52 20
294	25 30 71 38
295	29 3 7 15
296	7 57 19 2
297	51 17 42 9
298	59 90 64 52
299	35 24 87 50
300	70 61 59 85
301	52 53 22 34
302	24 55 48 82
303	5 78 33 30
304	77 38 46 35
305	55 34 6 20
306	41 76 89 65
307	37 69 74 64
308	3 7 9 27
309	78 74 16 8
310	36 14 6 73
311	46 6 52 59
312	33 2 22 86
313	58 33 79 49
314	36 70 5 79
315	86 46 57 15
316	41 38 23 51
317	80 34 29 49
318	76 72 73 88
319	22 46 90 67
320	75 62 12 58
321	27 32 33 44
322	69 67 39 29
323	38 12 68 10
324	85 28 69 43
325	78 22 54 19
326	50 51 27 29
327	22 44 27 6
328	8 75 46 90
329	52 35 58 19
330	1 17 54 51
331	86 53 47 77
332	5 44 27 49
333	5 32 4 83
334	18 52 49 50
335	74 82 32 73
336	34 36 20 85
337	83 77 53 31
338	22 28 7 84
339	16 44 32 51
340	4 33 24 89
341	27 6 57 75
342	50 64 88 51
343	89 79 76 4
344	7 27 33 9
345	42 9 54 35
346	73 77 81 60
347	21 73 83 77
348	8 65 67 83
349	85 27 42 20
350	66 25 62 63
351	29 27 45 65
352	46 55 80 5
353	78 12 33 85
354	20 63 74 30
355	9 6 51 43
356	9 28 12 56
357	11 65 8 30
358	44 46 88 45
359	65 26 82 60
360	66 13 7 17
361	31 26 74 77
362	35 22 25 77
363	29 48 75 22
364	28 22 40 12
365	2 87 31 11
366	10 51 68 29
367	80 79 36 90
368	14 10 84 63
369	38 45 29 10
370	85 53 67 48
371	58 13 20 38
372	43 68 30 21
373	22 14 63 10
374	75 64 3 90
375	85 58 28 86
376	66 74 22 72
377	21 45 5 84
378	42 33 90 32
379	14 34 89 88
380	67 34 43 55
381	3 88 54 65
382	74 59 3 55
383	49 74 47 55
384	56 43 83 16
385	17 65 12 7
386	77 13 11 66
387	19 9 39 40
388	73 85 71 46
389	64 11 63 51
390	88 68 20 16
391	9 88 53 12
392	59 40 11 13
393	13 9 49 82
394	57 34 71 14
395	47 84 48 50
396	19 56 85 82
397	1 20 46 35
398	10 61 45 70
399	77 39 71 76
400	25 73 78 84
401	90 12 9 27
402	35 20 42 26
403	82 86 52 70
404	80 13 46 2
405	3 4 43 11
406	75 49 9 64
407	21 72 87 7
408	82 7 33 19
409	78 42 77 49
410	54 82 27 67
411	80 55 74 76
412	78 64 57 55
413	70 8 47 30
414	80 10 21 84
415	22 46 30 41
416	60 58 21 83
417	51 56 5 4
418	36 53 52 40
419	8 12 63 18
420	25 9 17 61
421	55 33 86 76
422	17 32 41 3
423	76 69 10 57
424	72 43 84 42
425	60 36 65 82
426	21 52 79 63
427	52 7 61 54
428	69 61 84 8
429	23 8 69 22
430	18 80 26 54
431	86 41 75 24
432	47 81 25 53
433	34 82 56 58
434	51 78 67 34
435	17 56 9 22
436	10 8 63 57
437	85 41 42 12
438	65 25 41 39
439	42 9 26 11
440	85 65 51 34
441	25 7 80 8
442	8 75 13 70
443	37 75 76 58
444	33 36 11 28
445	69 67 16 62
446	55 11 82 22
447	18 36 26 17
448	14 47 3 2
449	12 14 25 54
450	40 51 78 55
451	85 89 8 42
452	33 30 75 2
453	35 1 89 75
454	87 41 73 61
455	81 89 54 73
456	6 20 9 87
457	6 22 24 41
458	7 55 63 90
459	57 5 50 77
460	50 18 89 34
461	24 76 80 50
462	39 52 71 45
463	7 25 37 47
464	13 33 89 11
465	3 70 45 79
466	60 10 78 25
467	35 23 47 75
468	46 70 71 18
469	3 17 71 49
470	78 90 6 65
471	67 23 63 32
472	34 71 20 90
473	88 66 79 48
474	50 13 17 68
475	88 11 32 19
476	62 74 24 80
477	90 18 32 24
478	2 20 14 44
479	89 32 36 22
480	54 19 68 79
481	6 9 46 19
482	59 74 82 44
483	6 75 29 50
484	21 9 18 22
485	64 34 76 67
486	23 49 52 30
487	71 89 70 62
488	67 37 53 52
489	79 48 9 80
490	76 80 28 8
491	49 27 72 36
492	5 6 21 87
493	44 6 90 38
494	14 15 20 61
495	53 63 25 3
496	79 52 13 12
497	85 33 14 77
498	68 15 52 85
499	24 40 5 8
500	2 22 5 25
501	13 11 57 38
502	88 39 72 9
503	28 8 62 23
504	6 29 52 53
505	13 73 61 23
506	12 32 31 5
507	24 40 64 75
508	7 87 41 85
509	85 2 49 52
510	19 39 28 48
511	27 4 24 88
512	72 2 18 26
513	56 5 34 48
514	9 46 33 39
515	77 83 35 31
516	69 10 73 61
517	49 2 1 24
518	88 79 45 18
519	19 29 87 34
520	52 60 44 46
521	68 64 48 73
522	10 55 70 27
523	82 43 90 51
524	25 58 15 44
525	55 7 74 71
526	28 47 18 86
527	51 64 12 22
528	39 13 47 32
529	33 14 17 44
530	48 15 71 57
531	49 12 58 48
532	26 83 27 28
533	60 13 54 33
534	38 27 89 84
535	29 83 42 58
536	82 6 66 52
537	58 33 62 21
538	17 54 19 21
539	70 51 21 57
540	86 55 73 69
541	74 35 68 6
542	47 2 30 13
543	47 85 84 12
544	65 1 68 88
545	62 87 63 15
546	16 50 83 20
547	25 79 26 13
548	6 86 42 75
549	71 69 3 65
550	75 19 8 63
551	75 85 65 62
552	7 36 18 12
553	89 40 47 37
554	38 66 83 36
555	63 54 87 20
556	30 55 88 25
557	63 46 20 9
558	83 25 79 23
559	42 47 48 41
560	80 4 24 22
561	85 10 11 27
562	69 41 66 4
563	70 23 21 54
564	51 11 37 44
565	27 81 76 66
566	12 68 61 31
567	90 78 5 63
568	21 44 9 25
569	48 1 19 18
570	19 68 20 54
571	23 14 26 42
572	10 9 16 66
573	81 40 64 12
574	85 11 68 80
575	22 83 35 69
576	37 16 73 48
577	21 50 90 58
578	65 88 89 30
579	66 78 69 58
580	72 3 87 62
581	61 39 13 9
582	39 49 32 31
583	2 38 4 36
584	81 73 15 43
585	65 34 28 8
586	62 55 27 1
587	57 81 86 65
588	18 48 67 46
589	87 69 10 85
590	26 12 18 36
591	75 47 10 76
592	39 87 18 12
593	18 49 72 56
594	9 43 38 35
595	24 67 15 69
596	80 85 44 48
597	62 81 4 87
598	26 76 85 14
599	83 6 78 45
600	35 79 46 19
601	44 73 79 47
602	43 36 17 41
603	85 8 48 19
604	9 25 26 68
605	55 19 17 50
606	12 87 36 90
607	41 63 47 1
608	9 73 71 65
609	48 82 31 32
610	5 48 19 81
611	47 77 63 9
612	43 85 78 27
613	36 79 69 20
614	68 41 27 3
615	75 44 70 71
616	49 39 55 71
617	72 14 61 58
618	52 81 88 70
619	31 10 81 76
620	59 36 90 32
621	18 78 24 80
622	55 60 70 38
623	32 52 70 19
624	71 36 47 44
625	71 29 60 25
626	21 81 10 23
627	78 39 72 8
628	43 77 27 49
629	16 10 4 13
630	39 52 51 11
631	15 78 64 28
632	36 49 35 20
633	65 36 6 84
634	90 40 7 26
635	51 6 2 36
636	10 36 87 88
637	7 18 72 14
638	51 18 32 7
639	27 76 54 61
640	67 76 70 56
641	40 84 30 37
642	38 63 23 3
643	7 51 4 28
644	14 17 11 1
645	48 63 72 11
646	79 5 44 41
647	47 43 73 89
648	83 55 30 68
649	19 23 64 89
650	83 71 5 44
651	2 54 53 12
652	38 58 54 86
653	71 58 55 6
654	86 21 32 57
655	47 29 15 25
656	52 84 63 50
657	15 73 7 55
658	74 19 34 32
659	39 49 46 37
660	68 47 79 2
661	41 11 58 59
662	52 68 77 63
663	17 9 28 20
664	29 1 56 84
665	87 13 52 44
666	22 51 45 57
667	34 75 44 12
668	29 76 73 37
669	61 45 16 39
670	11 27 20 68
671	79 11 73 71
672	89 21 43 34
673	84 89 5 54
674	16 20 82 58
675	41 89 7 64
676	71 42 14 63
677	18 80 78 19
678	34 58 4 3
679	37 46 55 75
680	43 59 69 32
681	29 16 22 10
682	63 88 51 54
683	73 26 64 32
684	7 32 29 1
685	75 63 85 41
686	24 22 52 27
687	27 66 3 6
688	85 43 49 84
689	47 64 59 17
690	85 26 77 8
691	67 59 86 33
692	5 6 38 37
693	27 46 57 65
694	34 67 42 89
695	31 9 76 63
696	29 25 78 81
697	55 16 6 23
698	40 7 12 46
699	35 42 30 5
700	50 82 70 35
701	41 67 18 73
702	41 27 76 90
703	22 89 24 62
704	78 16 77 39
705	88 60 26 30
706	5 86 55 29
707	2 3 37 58
708	65 62 71 26
709	60 78 87 58
710	25 72 84 85
711	55 41 66 34
712	83 10 71 77
713	3 43 36 61
714	41 32 57 42
715	39 83 89 19
716	67 59 53 85
717	53 31 75 54
718	28 75 90 14
719	81 78 35 66
720	34 51 61 66
