Course	Room	Teacher	Time	Students
15	75	6754	0	2508 3241 4431 5776 11540 19756 20195 25101 27178 31765 32409 40045 48306 49495 57432 60922 66692 66938 68523 69314 84421 93393 103273 106271 115600 122160 125899 127535 127863 128078 130602 137110 143787 
16	29	8641	0	5635 14842 16718 18200 19066 24318 25654 32949 35354 35866 36837 49013 49899 52613 60481 67152 73596 86811 87752 87778 91210 96585 97945 100421 101808 110735 111023 114340 114775 121658 126465 132356 
17	97	3867	1	3154 7654 11836 12549 14360 26759 26764 32589 32794 34994 39544 39651 44178 54794 56597 60739 72616 94895 118723 124452 124686 127615 139905 143212 
18	14	6642	0	2938 5034 7535 9212 14915 20177 20247 34882 35166 37209 38661 43318 45345 46771 51232 79382 84331 96639 99723 101911 103594 108680 112400 115836 124618 130718 141549 
19	34	5313	0	3346 6424 10109 11699 19229 19784 22145 24977 32647 34981 37014 44410 45743 48413 53806 58262 68979 72573 80995 89624 92677 92848 97370 98913 102459 105940 114297 131389 
20	24	6998	0	246 1920 2618 4753 7549 12899 27247 33873 43319 55151 59455 70000 80038 85979 97684 102229 103651 104935 104947 115461 118101 120085 122247 125384 130859 132026 132611 132623 137784 140098 140191 141860 143158 143182 
21	98	4953	0	6948 11675 12903 17020 17194 17652 19028 21025 21297 21665 24956 28085 30714 40709 44748 45500 47368 48166 48355 49470 55471 64481 78687 84691 84871 87303 88670 93475 100783 116664 121169 142420 
22	40	5232	0	3068 4137 8178 14365 16788 25922 28087 35960 43654 45048 48076 49546 51789 76441 78683 79369 82125 83223 89043 89232 92488 107558 112053 114162 117090 121370 122695 132536 132653 137071 
23	41	8061	0	8184 9263 9490 11009 12842 25004 28591 31060 36657 37624 41306 46685 53031 53283 59146 61175 63135 67656 73039 75456 86426 89983 92803 95639 99094 104963 110895 114416 118159 120154 128380 129253 130677 139350 140928 141619 
24	54	1200	0	2711 41377 51358 56316 56367 56936 58750 60033 67457 69037 71131 71412 79834 82372 89106 90670 95568 96108 97235 97763 100450 104330 107115 113535 114142 114294 124679 129436 130470 136631 137274 
25	30	7656	0	4523 5482 9672 16462 23767 25033 27660 30952 39348 39774 41940 49192 51037 51051 51139 52633 56540 59304 60555 64057 69328 74628 78212 84674 92894 94568 97386 98254 98762 98960 100509 120393 121323 121821 122287 124588 126394 131732 138239 
26	488	3479	0	9696 11459 17688 18414 19509 25748 32935 40494 42837 43926 47509 52008 54509 63868 66270 71449 72542 75773 76888 78104 98865 101552 104090 104502 105930 109945 111354 112662 112734 137477 138459 
27	35	7773	0	2899 4280 22329 28685 30444 32723 33255 36974 38870 41569 45182 53862 55341 56249 63447 73952 75219 76092 81273 87706 90186 99609 104684 118896 133796 135732 139554 
28	50	4425	0	7907 9656 12385 23662 23687 26032 28511 36841 41373 45917 51530 73602 78544 82647 88821 101099 103075 106149 123836 129499 131382 132926 133701 134346 135067 137834 139061 143587 
29	629	8284	0	7104 10513 14081 16560 19241 19580 22606 22982 29495 30093 32498 38549 40856 54990 55024 57885 58575 62080 64408 66268 67760 68138 72529 86823 90872 98102 102505 102736 127119 130896 140783 
30	15	3331	0	8989 17806 26135 51956 61380 67614 69523 72087 80077 81625 86991 92680 97081 97783 106891 111712 124077 127043 127657 128847 129127 132325 135155 140877 142463 143846 
31	138	3828	0	2811 4376 6526 11147 14451 21921 24080 24424 37313 42583 53395 54602 55592 58028 58679 65363 73929 89628 90937 99239 99287 105712 110199 118494 123076 124656 129683 133548 141575 142827 
32	44	5789	0	3759 8605 11357 16688 17520 19200 20598 25756 26108 39967 60837 73568 86222 86855 87161 91906 94603 106607 108295 111660 112598 113613 119148 119523 126521 130834 140031 140161 140392 
33	33	4886	0	2904 3911 5870 6325 8394 19742 23282 24299 25570 33621 34847 36136 42180 44497 46611 49719 51636 55974 58687 61877 72624 73677 73930 78766 81422 102017 102833 105005 110840 111396 111873 115923 122479 123383 130104 131872 137264 137531 139598 
34	23	8787	0	31617 34310 41019 44506 49610 56922 59852 66616 72439 72607 77819 78354 81185 84973 92017 92536 92631 102328 105092 109875 111633 113957 
35	146	8653	0	2548 10892 13871 15573 17543 22550 23534 23838 24478 24585 27362 36065 43864 51052 54175 62777 67538 69078 71031 75786 79590 88095 95897 96683 97224 98884 100457 111041 111127 113292 114888 119699 121680 124657 135445 137168 137460 137509 140160 140340 
36	204	8932	0	445 810 3641 9932 10266 10539 16901 29942 32113 41849 45092 49865 55156 56650 67392 75555 76711 103856 109835 111498 115877 126347 126593 128759 130866 133168 135052 141381 
37	145	6728	0	7251 7369 12510 13743 16572 19313 22424 32642 37071 37174 38784 39526 61040 78734 79261 79669 80213 82078 83561 87200 99804 105145 111314 116509 116935 117831 119944 122948 124849 127732 129056 139912 
38	162	1727	0	28872 30259 36177 42319 43497 47510 48522 49595 49927 51704 66802 85331 97263 98759 109367 119332 121451 123268 130185 130387 134736 137898 143423 
39	228	4601	0	5149 10248 28774 40410 45246 49960 54358 54939 57809 58400 60040 63392 64326 64872 72042 79899 90512 91606 99704 108975 109746 113571 115187 124735 126411 132259 132589 138262 
40	20	6376	0	2293 3020 4495 8652 11700 23238 24300 28406 29060 38294 39606 40649 42874 46492 47494 47738 50692 54597 57148 59666 59681 60002 63205 69824 70537 84717 89215 89421 90381 91620 93995 107226 109499 111597 112523 112754 120225 121657 123127 127679 127847 138114 138169 138198 142337 
41	163	6254	0	8993 10383 12239 21425 31016 34215 34303 36602 44453 50932 51766 59032 71321 84426 85439 89558 89871 91782 100623 102084 102272 104640 111228 114800 115926 116993 126316 131840 134232 142212 
42	28	4410	0	4494 7591 15533 22073 23834 31142 31478 41863 42612 49271 55215 58019 62069 62097 67712 68155 70058 73352 79025 80502 91067 95926 104908 107552 107961 110833 117962 123457 124119 128611 129484 129897 131019 135069 137949 
43	93	2413	1	5046 8825 9844 10376 12872 15299 18099 19462 24368 26128 30625 35056 37521 40118 48005 50260 56215 57169 62110 62767 69277 70706 73833 73967 76465 78461 79319 80298 92997 99241 101520 102951 104956 105001 105542 105788 110624 112212 117469 123973 128987 131294 131389 133093 133672 134553 143465 
44	225	8916	1	7050 7947 14618 14853 15494 19148 19209 20627 22406 24600 32400 38282 40010 43031 43758 53035 56860 58730 59066 61499 61957 63532 68660 70185 70247 73623 80603 85341 86265 101060 103236 108446 109099 110498 112021 112647 117391 126172 127229 128200 131454 132386 133748 
45	657	4887	0	1898 12504 17214 29770 31552 34587 39994 45784 52329 61662 61829 69993 71527 81336 89126 97194 101243 105696 107730 109320 111855 115568 121291 124228 124660 125181 127758 129778 137822 141074 141468 
46	66	8339	0	4312 5927 9799 22271 26713 37328 38364 44267 46933 50799 52591 53229 63780 64744 71965 79373 83560 93711 95776 100681 101907 107574 123310 126177 129204 135763 
47	97	4921	0	5887 6785 17140 18624 22782 47032 48023 49289 65019 77582 83160 90025 90026 93136 95183 104948 105298 106688 109125 113188 122385 126597 128281 130346 
48	21	5216	1	3676 10157 14644 21811 27264 28929 40372 42411 49991 56764 60757 61118 70688 76714 77968 81622 85743 105845 106637 114290 114754 116051 121807 124105 125905 132610 132907 137907 139392 140342 142643 
49	217	7775	0	1635 4131 18774 22594 34860 45488 53182 65742 68810 77123 77466 78369 79463 79531 91779 92609 92975 94172 94376 97299 97987 104554 114943 121697 121772 131219 133653 133695 138288 
50	244	6778	0	5335 12916 21999 24533 31028 34597 35767 37791 40310 40885 46323 62883 65991 73799 77631 83410 89777 95946 103366 104120 104436 111105 114857 123951 126803 135656 136564 141526 
51	84	1932	0	3850 4212 8715 14849 18348 25277 32701 34881 36593 41092 42302 47406 48900 50472 52427 54641 57982 91580 94689 98146 100763 104884 105573 106545 108721 109965 116268 118002 121330 122450 126073 126308 143018 
52	225	8230	0	464 3450 5532 6763 10007 10958 13593 15577 17249 19512 26658 27022 35780 35799 36732 40169 47498 55980 58227 61613 63814 63978 69516 75694 76378 78777 88843 89594 90036 90385 94368 96914 101854 103437 106838 111911 113954 116227 121954 128798 132801 135787 138895 
53	356	5416	0	844 3558 13750 42370 44461 53336 55794 58370 67391 70020 72225 74711 77991 85713 86490 92682 95263 96301 99004 100319 102877 108554 114044 117151 124961 130577 133442 139403 142273 
54	300	2265	0	13971 19527 35369 35605 39069 39792 40642 41472 45764 52411 66725 69424 69947 69970 73618 85889 92068 106306 106361 107096 112498 113321 121566 124994 127529 130271 130727 136077 
55	144	5764	0	1692 6042 10449 14916 17522 17693 34494 35784 35790 39671 47246 48209 57923 58347 58941 69255 73707 81406 81986 86900 92153 93929 96783 102968 105439 106028 118863 121417 121779 128292 131172 138838 143761 
56	132	4078	0	11183 15831 18328 21116 22814 28336 38065 39922 40105 51210 55510 67610 69285 85722 97515 106500 110509 121252 122956 133814 135238 138003 
57	19	1336	2	1827 6092 21417 21658 26759 31096 32913 35586 37398 37999 40150 50994 51423 54170 62391 64671 67099 67594 77456 83453 85692 94646 97370 102919 103888 104118 108385 112439 117806 126381 127048 127564 128012 135020 136354 142846 
58	141	6180	0	4177 13339 15242 20804 28553 29509 30648 33251 41016 41727 47280 51875 53248 53989 54205 55961 63414 70970 76250 77251 78621 82212 83562 83748 84894 94862 100683 103381 107959 111483 114366 116933 127881 128071 129185 130657 140350 
59	76	2687	0	4517 11062 13699 14633 19506 27453 35146 38517 44709 45045 46155 47022 58698 62825 62931 64261 67872 69886 75776 82634 90185 97711 102996 104928 107349 109104 111940 118789 122761 125017 126433 128355 129171 131088 137962 139020 140183 140606 141119 
60	46	8724	0	7809 14279 14357 20741 22478 27347 29800 35129 37074 44328 53789 63655 64440 64735 67477 79477 87046 89694 90207 92892 94128 95198 120021 128212 128387 131276 133933 
61	234	773	0	1185 2081 3522 10813 20532 24635 31132 37870 38985 39968 45356 46210 55869 66663 75033 78752 80240 81437 83461 84838 84874 92493 96646 97855 102905 104310 110667 133017 141932 143950 
62	785	1716	0	6959 10985 26121 26723 32753 34855 34979 39878 48968 50098 50567 53485 71325 74864 74988 75023 81132 90994 95386 95920 99940 109843 112674 132320 136196 138561 138930 139083 139486 143381 143619 
63	211	2372	0	1334 3409 7764 25219 28586 33192 35813 37523 45209 49333 51443 53169 64834 65822 66812 67655 80847 81300 83976 87409 90174 99058 107160 109739 114138 119696 121413 121858 123180 125937 126677 141385 143871 
64	120	5283	0	15173 16029 19986 21133 25496 26827 28331 30623 36883 38671 49153 51470 56832 61882 61975 64450 65124 72516 74565 74931 81892 82798 83432 91097 94453 95624 95866 96107 98454 102415 104272 108042 112273 124812 129839 131445 133802 137605 142082 
65	179	391	0	667 7852 17250 30552 36431 41081 43503 44732 47403 47451 66775 73526 75240 77451 86921 92505 93351 107317 120508 120720 127088 133544 139837 
66	180	6192	0	6165 10568 11013 11677 13983 19371 24491 25623 32360 39138 45082 52183 69311 73014 79564 82616 89122 93400 93718 116390 118610 122053 139050 
67	101	3284	0	2210 9903 11791 14408 15501 15970 22916 27502 30469 36000 36084 44903 55428 69258 81239 87547 96371 99885 100816 122173 124363 125678 132384 134152 
68	240	7135	0	1258 2917 4324 7557 9587 13468 15614 23918 26639 37997 39140 39227 42565 51724 58060 63495 71514 71618 75543 79041 80267 80687 89343 101430 106609 113168 121249 128694 132374 138274 139215 140173 141186 
69	15	812	1	11883 13138 19548 25241 26628 28079 33856 44289 64766 72515 72779 78107 84232 85034 85781 87917 95436 99521 102871 106306 110073 110804 113315 131526 135670 138234 
70	84	2516	1	11488 20690 33192 34907 38285 38942 51083 53281 67602 71993 72799 73134 73981 78462 78636 83670 84697 94061 95284 95733 104652 108132 111240 111767 113225 114291 121321 123366 132560 138163 138420 140603 142408 
71	30	8060	1	8260 10735 15983 17694 25065 28909 29076 35791 36317 42440 48491 49513 51099 52953 60453 61052 65379 65666 66257 75203 75235 78221 78514 80114 81533 94517 98872 99071 99254 100116 103144 104619 109148 115777 120112 120657 129506 133555 143692 
72	33	1590	1	6022 7928 17549 18966 19705 22155 23679 35694 41940 48588 48901 51405 51499 56083 56780 64461 67088 68299 69545 72414 72764 73683 76225 77889 78531 82017 84990 88685 92489 93133 95119 99604 100907 102806 104297 107846 109803 110133 136515 
73	142	654	0	3193 5687 20690 26763 28552 32350 46193 49032 52115 59267 59382 60105 61589 64355 66467 70697 71125 74472 78653 82754 85550 87707 87984 91851 92817 92844 101466 101686 101903 110524 112917 114907 121949 122042 124648 133970 138122 141896 
74	895	7009	0	1062 2919 3430 5375 10023 14314 15286 37133 41392 52914 52988 56525 57802 59724 60449 60506 60934 65248 67034 68397 72991 73237 77367 83390 94951 96151 108423 114219 120429 122443 132895 
75	77	4977	0	2124 2135 6622 14606 23858 24395 27367 28047 29123 31540 35169 46100 47370 50444 54218 57315 71041 84714 92954 96296 98934 104973 107419 108557 110552 110910 111136 118048 127134 129777 133013 133124 137041 139933 
76	157	5324	0	4988 18728 24892 26663 27224 31067 32038 36975 38483 52739 53821 60313 66460 70533 71206 71817 83183 84556 95555 98236 102757 103252 111258 111513 113766 121511 127440 127975 131257 131695 140261 140847 
77	26	3214	0	4487 8257 12298 23953 24158 27200 34952 38767 43133 61084 71155 77647 95372 97059 98399 104005 107401 114216 126865 133257 142885 
78	201	6708	0	12034 14662 15978 17542 26226 28829 36007 58367 66107 68996 76496 76798 79014 86290 87731 90156 99812 101565 110272 113865 122910 138888 142576 
79	194	468	0	385 4097 4808 5488 6448 8259 9919 15009 19006 20231 21526 22977 26148 30917 31997 38276 40608 42744 44566 48030 48411 56804 61350 61376 65599 74282 83942 90932 96138 96142 97137 97218 112885 121607 122096 133278 138627 140033 140873 141373 141624 
80	258	3082	0	626 7428 8508 10467 12717 13391 15827 16017 20139 25388 28263 30346 30666 36186 36981 65336 68851 69225 70193 81025 85994 99202 105357 105620 105938 107169 113585 114845 117550 132861 
81	55	8200	0	1842 5756 6272 20323 20754 20979 26079 39868 48144 48722 52506 54676 55717 56007 61886 62548 76876 81410 84218 89579 91874 92262 99098 101117 107269 108546 112669 114016 116943 119177 121892 127805 133050 135393 142454 
82	326	5503	0	1060 1678 1944 4228 4745 18696 19453 19987 20122 26476 27415 45569 49314 49372 54670 55950 56122 66003 67948 76753 81270 82075 82253 82703 87246 90888 98544 98922 113594 115000 115558 116228 117923 119097 120672 123860 127238 130732 135296 
83	272	2842	0	4378 6019 12064 19969 30272 41391 43759 44109 45626 48884 51658 68061 71525 72863 73393 74113 74659 75613 80264 80316 84728 90728 93912 104383 108656 109867 113474 117256 123043 126152 
84	28	7502	1	1951 10572 14611 18196 22332 22897 26042 26855 33590 33635 38524 44701 51205 64746 66195 78454 84221 88793 90926 90981 93477 94560 99291 101277 119144 121517 121651 122906 124835 127088 127729 132422 134211 137103 142321 
85	55	4478	1	11903 12559 14397 24019 34299 35921 46054 49166 54476 61416 63620 75324 75542 78185 79379 81755 84831 86290 95815 97907 100688 104400 104847 111726 118649 121033 122004 122186 127232 128526 129760 131694 134841 140557 141996 
86	197	5028	0	4081 6987 8855 16105 16880 32248 42079 47974 49879 51960 53371 72841 72883 83690 84160 85546 87545 89355 102684 104298 107856 109144 110965 115103 123808 130806 131671 134328 136866 137495 143145 
87	318	7045	0	1145 7738 9409 10845 11139 11890 41950 44245 44507 46670 46937 48090 50479 52822 55360 56944 65976 71111 79728 80989 84974 88521 96132 96924 97303 98127 120973 125992 128978 141396 
88	101	3589	1	2420 25851 26035 29531 39361 40476 42774 45643 62554 63837 72299 84354 91528 93865 96911 100570 106585 107520 107881 109755 109924 118660 120021 140297 
89	19	6540	1	2548 4264 4825 16710 16773 20636 21229 23156 27900 29760 33466 47564 60229 62551 64897 65046 67682 70540 72423 82435 82587 90621 92166 104295 104634 106556 108984 113504 113836 124947 125060 128312 132024 132805 135314 137018 
90	45	1449	1	407 2811 14960 17114 25638 32965 34972 35767 37937 47177 51930 53701 54768 60291 62126 63635 67171 68885 72211 74038 78161 81795 82368 82939 97507 100194 101074 101846 111981 113156 119023 123627 126084 127562 131904 132416 140116 
91	170	5110	0	10667 11985 14495 19378 26307 26438 31675 41223 43448 45588 51339 51796 83396 89956 96731 103497 104702 115628 121382 135070 140569 142748 
92	245	2454	0	615 1165 3188 16920 19547 26991 30155 33046 33223 34131 38621 39652 39784 45667 52264 55911 61213 85957 88862 89002 95402 97642 101633 115373 119210 121208 121328 122228 122889 123913 125900 130326 
93	24	6077	1	1669 6162 7574 11362 15108 20963 24275 25343 27887 37046 42296 42320 42371 45364 49122 53836 56282 57718 60194 62096 67221 70833 70875 71222 78166 86231 88413 93273 98686 99321 101190 114364 126835 141991 
94	5	4239	1	28620 29201 31875 36613 38850 43060 48121 53945 56347 62461 65520 66084 77654 80449 83634 92687 92913 99004 99578 102307 104880 111725 112836 118784 119858 123577 124492 125877 135325 137411 139036 141035 
95	342	5246	0	2322 2570 7364 11261 12651 18413 19041 21270 25147 27416 31371 37153 37618 37867 40324 44141 47065 59870 70281 70516 74798 78387 78485 82014 87633 88442 93007 93653 97171 98418 98574 98814 114431 114741 121294 123921 129870 134579 135822 
96	189	3876	0	1097 4036 9792 12215 13035 15334 30583 42959 55268 57052 63297 102695 109227 123778 130610 140199 
97	270	8104	0	2230 4947 6949 10173 18608 29671 30243 42365 44065 45347 49349 57576 58140 58881 63804 71529 76011 87981 88235 89528 98100 106522 109290 116012 118274 125695 128095 129339 133780 138352 140736 
98	206	8509	0	910 9303 14678 19127 21115 35324 42477 49893 51853 68691 85504 90433 107826 114673 118057 120427 121414 126082 126162 131076 134896 139049 140093 
99	416	2970	0	535 3646 5353 6860 14425 14523 17283 19703 29570 31221 33319 36321 38536 58680 61769 69046 69457 71343 76977 90367 92788 98505 101128 105272 125820 126417 127015 127165 133729 134725 143515 
100	27	3003	1	1045 4707 7863 10276 13421 14272 14321 14868 15756 16605 18207 22659 23722 26063 29976 32349 34549 43786 45953 54441 60717 70013 71418 82372 103311 103690 123156 136218 142657 
101	265	6425	0	100 6271 7130 8099 9929 13493 13875 15387 21932 24479 25087 34036 51802 52665 53107 54390 59468 73414 74053 78800 80475 87098 95406 98766 99725 106841 109633 110960 112306 115066 117634 135808 135842 139530 142322 
102	64	1654	0	5605 7182 10729 16458 21459 32326 33122 35178 38922 41022 44095 54101 63220 70002 70038 76502 83444 89125 91575 95196 104441 111098 119460 129368 134430 138643 139918 
103	41	6051	1	10602 14525 14538 15829 16911 19214 23105 28254 29527 32706 38291 67077 70325 72389 76764 78810 87814 88385 106822 108245 109212 109320 112154 112199 112422 112840 116487 116846 118367 121930 124021 127099 131643 140538 140606 142420 
104	372	749	0	3698 4999 7277 24050 25850 31551 35723 38540 40962 55381 60477 61097 65995 69295 72830 82205 87162 90304 94422 97605 100737 117134 130465 131215 132267 134266 134882 135367 
105	54	1059	1	3643 5349 9622 12733 15838 19432 28845 50411 51042 56405 56772 65143 73022 73053 83012 87415 88952 90694 97684 99239 102089 102776 114207 115613 115680 117021 119130 125414 125647 137075 142796 
106	18	8247	1	905 3349 4149 12860 14345 14917 15846 16104 18316 38244 43939 43962 51718 62355 69576 71546 79555 80598 86680 93864 104134 105334 105388 108387 115316 115702 120223 122988 139668 143381 
107	127	1834	0	1987 6260 18708 21624 23768 45419 46680 47816 48121 48928 56665 62259 65339 72080 72911 79287 81541 89780 91626 95592 97548 99691 102639 106727 114040 
108	255	5882	0	1822 7662 11482 11680 13440 13641 22979 29133 30584 33357 35816 39032 40545 46348 46418 49474 50824 51165 64568 68491 69217 71675 90951 93705 94633 98480 100970 102650 102812 107063 107586 111294 111487 117576 118759 121544 135258 139919 
109	259	4526	0	1978 7161 11345 24771 25335 26610 28495 28732 31972 34615 40068 40151 45714 50325 54573 57089 57723 63860 70947 72648 75417 75909 78312 82200 83335 86769 89547 100526 101557 112094 117860 120131 121084 121621 121699 124578 132247 133437 
110	249	5449	0	2185 16168 28838 29864 30003 39041 40557 41548 42873 43776 47286 47645 53913 56769 73639 76344 77888 83743 87355 98052 98705 102228 107917 108434 114003 114087 118687 124719 127436 136029 138744 139618 141924 
111	391	6919	0	2151 3845 7862 8181 9079 13674 22930 22953 24848 25526 28185 37489 41051 46642 49580 50466 51345 52060 52493 59253 60066 63141 74785 77088 81981 85843 90045 95273 102218 105738 105939 106527 109426 112990 117252 122883 128775 132115 140313 
112	25	3506	1	4262 7234 16283 18305 23791 25610 27876 53490 56177 58705 71250 73713 76916 78814 83635 83969 86583 86817 89694 95623 97721 100280 102182 103982 112832 116921 117974 118973 119113 121205 
113	77	510	1	933 13743 15371 16494 21258 26530 29132 31126 45884 47707 50269 52888 59533 60463 71791 71977 73862 80309 81913 91378 92816 101498 101763 102007 102027 104692 108083 114343 118692 118775 127305 130659 132503 139849 
114	78	6665	0	5336 15039 16524 22407 28120 33718 34637 40693 41378 48804 52064 57988 58276 58954 71846 75819 86785 88196 94244 100332 101685 103356 113080 116874 118458 136194 136601 
115	520	5680	0	3091 5435 8435 10297 16148 29511 30439 39816 44140 47836 55689 56096 60356 71281 75382 78107 80236 82483 95293 98749 99029 102689 105322 110888 120230 123961 127671 129198 131297 135719 139081 140073 
116	323	7973	0	10361 10766 15730 23614 27693 29537 31286 39962 40392 44484 47560 51579 59936 64978 65704 81501 92246 94986 96100 101694 103589 104260 109394 109958 116233 118259 123358 129394 135179 141129 
117	269	3487	0	3474 4511 15492 15620 17818 20163 24762 29446 34976 36514 58157 60530 65138 66413 67212 67991 69060 73335 74975 77782 80522 91420 95006 97994 106996 107866 109281 112237 114260 115415 118709 128213 129533 129588 139794 
118	48	6758	1	8467 8957 13335 19953 28073 28749 33129 48660 54078 56672 58791 84981 87675 105060 124096 126916 127119 140268 142297 142312 
119	73	7232	0	3094 4450 6828 10396 11703 16733 18062 25543 29624 30729 32582 34180 35616 44135 45853 46332 46477 49560 50988 52295 53427 59570 64840 69849 71890 75351 77776 79936 81268 82147 84759 84890 84986 88763 90335 93741 96501 98737 100875 107221 109983 118783 136277 136685 
120	437	3627	0	369 413 6336 6995 7996 9998 12639 26987 27691 31640 31735 33113 37046 42328 55616 61414 65367 65613 67196 69695 90226 96713 97752 97950 103621 112109 112517 123948 139801 
121	574	5000	0	4472 10599 12402 12827 21284 24216 37910 39595 46684 48841 51020 55395 68715 69560 71123 72698 77172 82573 92571 95238 100734 101994 102660 103796 104697 105053 107074 115742 118803 128948 142731 143414 
122	29	481	1	4958 7024 7313 9517 24010 24323 42469 45456 46155 47823 51202 51466 59988 65968 78999 79051 82180 83020 91018 92942 96062 99466 107685 112569 117203 117774 127185 128351 129745 131261 135749 137208 
123	31	1549	1	1338 8022 12827 14920 18324 21407 30171 39787 42330 43193 50304 50975 53527 54065 57358 62457 62609 64436 67594 73657 76516 77062 77882 82716 83921 83974 84467 85688 86300 94335 98332 101454 106995 117515 118474 121757 136210 138814 
124	171	6371	0	3456 5777 11776 16757 19481 24768 33764 33996 35988 37286 37582 42334 46944 51382 52942 60907 70235 97344 105858 114690 115168 135563 
125	14	8641	1	616 14451 18637 20064 25406 27051 28970 32054 32953 35047 38399 39737 41622 62185 67876 71961 85288 91196 96483 97350 98250 108302 108909 109720 112815 140788 141156 
126	380	1909	0	7623 8092 17353 21543 23124 27687 28402 30358 34374 46172 49618 64814 80368 87701 92786 94331 96020 100692 105464 106496 110437 112688 115951 120372 128462 130038 131953 138695 
127	298	4611	0	1498 3480 3510 6509 8151 8822 9222 16672 19449 20711 34797 38138 49184 50971 62228 65697 66607 68112 74349 84295 89483 91821 97663 100123 102791 103240 103692 105552 110026 117702 125554 131293 133076 
128	32	3448	1	5702 13077 14580 18581 23896 29519 32978 40154 46016 48656 49996 51757 55655 59144 62478 67797 74418 76399 77326 82720 94280 96603 96660 101650 109394 116338 121001 122480 129854 
129	488	1627	1	3125 6777 6826 13333 23793 30327 33508 34660 44598 48870 49685 60749 66213 69306 74777 90498 91644 92844 101075 101292 101373 104598 105734 105864 107604 121868 132363 136944 139634 142044 143368 
130	28	3647	2	2127 4379 4522 5165 9433 12163 19780 22014 22920 23156 23404 25399 25947 28039 36590 37296 37361 39272 45518 50196 54373 55221 69284 71024 82425 95497 95622 97233 99101 101695 112516 131445 133245 136378 137924 
131	104	8726	0	2655 5154 23948 30100 37212 39418 39462 42808 44371 48916 60507 62147 65478 66015 75147 76661 86944 114923 116489 116565 118713 128175 141157 143250 
132	480	3080	0	2109 11650 13362 21710 24755 32250 35828 38199 39388 43540 54455 70028 70899 74471 85981 91315 94897 96087 96282 103537 104542 106055 106215 116693 121107 121893 135266 137385 139080 
133	485	2657	0	2303 8141 13000 15518 34901 40821 42743 44222 48701 48872 51191 58658 61608 64059 70179 72682 86130 89014 98726 99925 110601 119903 121074 122459 126862 131372 138278 140661 143957 
134	39	2568	1	740 12995 13317 17992 23692 26473 29351 29928 31552 33688 40046 40712 42605 43058 57195 64992 66558 69117 70616 80000 90067 99255 109173 111542 114064 115565 116119 116342 125167 142345 
